"","rowid","pl_hostname","pl_letter","pl_discmethod","pl_pnum","pl_orbper","pl_orbsmax","pl_orbeccen","pl_orbincl","pl_ttvflag","pl_kepflag","pl_k2flag","ra_str","ra","dec_str","dec","st_dist","st_teff","st_mass","st_rad","rowupdate","pl_name","pl_rvamp","pl_eqt","pl_insol","pl_bmassprov","pl_bmassj","pl_bmasse","pl_dens","pl_radj","pl_rade","pl_rads","pl_def_reflink","pl_disc","pl_disc_reflink","pl_locale","pl_facility","pl_telescope","pl_instrument","st_rah","st_glon","st_glat","st_elon","st_elat","st_plx","st_radv","st_sp","st_spstr","st_age"
"118",118,"GJ 3998","b","Radial Velocity",2,2.64977,0.029,0,NA,0,0,0,"17h16m00.64s",259.002655,"+11d03m27.6s",11.057666,17.79,3722,0.5,0.49,"16/7/28","GJ 3998 b",1.82,NA,NA,"Msini",0.00777,2.47,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>","Ground","Roque de los Muchachos Observatory","3.58 m Telescopio Nazionale Galileo","HARPS-N Spectrograph",17.26684367,32.274221,26.150632,256.94828,34.000028,56.2,-44.81,6.1,"M1",NA
"119",119,"GJ 3998","c","Radial Velocity",2,13.74,0.089,0.049,NA,0,0,0,"17h16m00.64s",259.002655,"+11d03m27.6s",11.057666,17.79,3722,0.5,0.49,"16/7/28","GJ 3998 c",2.67,NA,NA,"Msini",0.0197,6.26,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv160703632A target=ref>Affer et al. 2016</a>","Ground","Roque de los Muchachos Observatory","3.58 m Telescopio Nazionale Galileo","HARPS-N Spectrograph",17.26684367,32.274221,26.150632,256.94828,34.000028,56.2,-44.81,6.1,"M1",NA
"120",120,"GJ 433","b","Radial Velocity",1,7.3709,0.058,0.08,NA,0,0,0,"11h35m26.95s",173.862289,"-32d32m23.9s",-32.53997,9.04,3600,0.48,NA,"14/5/14","GJ 433 b",3.11,NA,NA,"Msini",0.018,5.79,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...553A...8D target=ref> Delfosse et al. 2013 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",11.5908193,284.883981,27.654775,188.900467,-31.961933,110.65,18,6.15,"M1.5",NA
"121",121,"GJ 436","b","Radial Velocity",1,2.64388312,0.0291,0.13827,86.44,0,0,0,"11h42m11.09s",175.546219,"+26d42m23.7s",26.70657,10.23,NA,0.47,0.46,"15/2/5","GJ 436 b",17.09,NA,NA,"Mass",0.07,22.1,1.8,0.372,4.17,0.038,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014AcA....64..323M target=ref>Maciejewski et al. 2014</a>",2004,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...617..580B target=ref> Butler et al. 2004 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",11.70308126,210.542041,74.568904,164.773692,22.627727,97.73,9.6,6.25,"M2.5 V",NA
"123",123,"GJ 536","b","Radial Velocity",1,8.7076,0.06661,0.08,NA,0,0,0,"14h01m03.19s",210.26329,"-02d39m17.5s",-2.654864,10.03,3685,0.52,0.5,"16/11/17","GJ 536 b",2.6,NA,NA,"Msini",0.01686,5.36,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2016arXiv161102122S target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2016</a>",2016,"<a href=http://adsabs.harvard.edu/abs/2016arXiv161102122S target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2016</a>","Ground","La Silla Observatory","null 3.6 m ESO Telescope","HARPS Spectrograph",14.01755269,335.055454,55.813453,209.104682,9.076727,NA,-25.62,6.1,"M1 V",NA
"124",124,"GJ 581","b","Radial Velocity",3,5.3686,0.04061,0,NA,0,0,0,"15h19m26.82s",229.861771,"-07d43m20.2s",-7.72228,6.27,NA,0.31,0.29,"14/7/9","GJ 581 b",12.6,NA,NA,"Msini",0.0497,15.8,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005A&A...443L..15B target=ref> Bonfils et al. 2005 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",15.32411804,354.077543,40.01875,229.521622,10.256543,159.52,-9.21,6.3,"M3 V",2
"125",125,"GJ 581","c","Radial Velocity",3,12.914,0.0721,0,NA,0,0,0,"15h19m26.82s",229.861771,"-07d43m20.2s",-7.72228,6.27,NA,0.31,0.29,"14/7/9","GJ 581 c",3.3,NA,NA,"Msini",0.0173,5.5,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...469L..43U target=ref> Udry et al. 2007 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",15.32411804,354.077543,40.01875,229.521622,10.256543,159.52,-9.21,6.3,"M3 V",2
"126",126,"GJ 581","e","Radial Velocity",3,3.149,0.02815,0,NA,0,0,0,"15h19m26.82s",229.861771,"-07d43m20.2s",-7.72228,6.27,NA,0.31,0.29,"14/7/9","GJ 581 e",1.7,NA,NA,"Msini",0.0053,1.7,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345..440R target=ref>Robertson et al. 2014</a>",2005,"<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...507..487M target=ref> Mayor et al. 2009 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",15.32411804,354.077543,40.01875,229.521622,10.256543,159.52,-9.21,6.3,"M3 V",2
"127",127,"GJ 649","b","Radial Velocity",1,598.3,1.135,0.3,NA,0,0,0,"16h58m08.85s",254.53688,"+25d44m39.0s",25.74416,10.32,3700,0.54,NA,"14/5/14","GJ 649 b",12.4,NA,NA,"Msini",0.328,104.244,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2010PASP..122..149J target=ref> Johnson et al. 2010 </a>",2009,"<a href=http://adsabs.harvard.edu/abs/2010PASP..122..149J target=ref> Johnson et al. 2010 </a>","Ground","W. M. Keck Observatory","10 m Keck I Telescope","HIRES Spectrometer",16.96912537,46.523749,35.337414,248.941684,48.059289,96.9,4.3,6.05,"M0.5",NA
"128",128,"GJ 667 C","b","Radial Velocity",5,7.2004,0.0505,0.13,NA,0,0,0,"17h18m58.82s",259.745085,"-34d59m48.6s",-34.996827,6.8,3350,0.33,NA,"14/5/14","GJ 667 C b",3.93,NA,NA,"Msini",0.018,5.6,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.31633902,351.83958,1.414651,261.429866,-11.86212,146.3,6.5,6.15,"M1.5 V",2
"129",129,"GJ 667 C","c","Radial Velocity",5,28.14,0.125,0.02,NA,0,0,0,"17h18m58.82s",259.745085,"-34d59m48.6s",-34.996827,6.8,3350,0.33,NA,"14/5/14","GJ 667 C c",1.71,NA,NA,"Msini",0.012,3.8,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>",2011,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.109B target=ref> Bonfils et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.31633902,351.83958,1.414651,261.429866,-11.86212,146.3,6.5,6.15,"M1.5 V",2
"130",130,"GJ 667 C","e","Radial Velocity",5,62.24,0.213,0.02,NA,0,0,0,"17h18m58.82s",259.745085,"-34d59m48.6s",-34.996827,6.8,3350,0.33,NA,"14/5/14","GJ 667 C e",0.92,NA,NA,"Msini",0.008,2.7,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.31633902,351.83958,1.414651,261.429866,-11.86212,146.3,6.5,6.15,"M1.5 V",2
"131",131,"GJ 667 C","f","Radial Velocity",5,39.026,0.156,0.03,NA,0,0,0,"17h18m58.82s",259.745085,"-34d59m48.6s",-34.996827,6.8,3350,0.33,NA,"14/5/14","GJ 667 C f",1.08,NA,NA,"Msini",0.008,2.7,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.31633902,351.83958,1.414651,261.429866,-11.86212,146.3,6.5,6.15,"M1.5 V",2
"132",132,"GJ 667 C","g","Radial Velocity",5,256.2,0.549,0.08,NA,0,0,0,"17h18m58.82s",259.745085,"-34d59m48.6s",-34.996827,6.8,3350,0.33,NA,"14/5/14","GJ 667 C g",0.95,NA,NA,"Msini",0.014,4.6,NA,NA,NA,NA,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>",2013,"<a href=http://adsabs.harvard.edu/abs/2013A%26A...556A.126A target=ref> Anglada-Escude et al. 2013 </a>","Ground","La Silla Observatory","3.6 m ESO Telescope","HARPS Spectrograph",17.31633902,351.83958,1.414651,261.429866,-11.86212,146.3,6.5,6.15,"M1.5 V",2
